Row_ID,Order_ID,Order_Date,Ship_Date,Customer_Name,Segment,City,Category,Product_Name,Sales,Quantity,Discount,Profit
404,ORD00404,24-09-2024,26-09-2024,Samuel Russo,Consumer,Chennai,Furniture,Wrong Fashion,6185.82,7,0.14,188.3
405,ORD00405,10-02-2026,15-02-2026,Stephen Ramos,Home Office,Delhi,Furniture,Magazine Electronics,9628.06,3,0.47,2857.89
406,ORD00406,01-10-2025,02-10-2025,Karen Hill,Corporate,Mumbai,Grocery,Become Grocery,9679.26,3,0.23,1344.54
407,ORD00407,26-03-2025,29-03-2025,Ms. Ashley Ramirez MD,Corporate,Delhi,Furniture,Message Grocery,8228.98,1,0.37,960.4
408,ORD00408,28-04-2026,01-05-2026,Jamie Mccall,Home Office,Mumbai,Electronics,Politics Beauty,2355.96,1,0.5,-272.11
409,ORD00409,28-05-2025,04-06-2025,Brett Long,Corporate,Bangalore,Furniture,Drop Fashion,1597.56,5,0.11,380.92
410,ORD00410,29-05-2024,31-05-2024,William Cordova,Consumer,Chennai,Grocery,Natural Grocery,2890.3,5,0.03,935.58
411,ORD00411,09-02-2026,13-02-2026,Mark Decker,Corporate,Bangalore,Electronics,Church Grocery,1110.73,8,0.44,119.29
412,ORD00412,19-03-2026,24-03-2026,Matthew Reynolds,Corporate,Hyderabad,Furniture,Smile Fashion,3645.5,4,0.47,870.1
413,ORD00413,30-04-2025,02-05-2025,Rachel Rangel,Corporate,Chennai,Fashion,Kid Grocery,1586.47,9,0.01,-33.75
414,ORD00414,23-07-2024,29-07-2024,Brenda Huffman,Consumer,Pune,Fashion,Within Fashion,271.02,7,0.27,7.4
415,ORD00415,09-02-2025,16-02-2025,Albert Chapman,Corporate,Bangalore,Grocery,Ready Fashion,4398.69,5,0.34,405.91
416,ORD00416,19-07-2024,22-07-2024,Sandra Mann,Home Office,Delhi,Grocery,Account Electronics,6081.33,8,0.49,-408.17
417,ORD00417,02-03-2025,03-03-2025,Adrian Wallace,Corporate,Mumbai,Electronics,Put Fashion,5561.12,7,0.35,-989.45
418,ORD00418,11-04-2025,16-04-2025,Matthew Mendez,Home Office,Hyderabad,Furniture,Cover Grocery,3167.05,9,0.27,-285.23
419,ORD00419,19-02-2026,22-02-2026,Hannah Decker,Home Office,Bangalore,Electronics,Main Beauty,6130.85,10,0.07,697.56
420,ORD00420,18-08-2025,25-08-2025,Laura Francis,Consumer,Hyderabad,Fashion,Evening Beauty,2600.52,4,0.47,370.94
421,ORD00421,23-04-2025,27-04-2025,Kimberly Martin,Corporate,Delhi,Beauty,Young Electronics,1543.33,2,0.2,399.08
422,ORD00422,16-07-2025,22-07-2025,Dr. Wendy Medina,Consumer,Mumbai,Electronics,Simple Electronics,5723.68,10,0.33,1258.41
423,ORD00423,08-09-2024,13-09-2024,Charles Rich,Consumer,Chennai,Electronics,Office Furniture,9395.5,8,0.25,-6.09
424,ORD00424,21-10-2024,27-10-2024,Kimberly Cross,Corporate,Hyderabad,Beauty,Speech Beauty,6380.44,9,0.39,-796.11
425,ORD00425,08-02-2025,09-02-2025,Timothy Phillips,Consumer,Mumbai,Grocery,Answer Electronics,1645.3,5,0.27,-236.22
426,ORD00426,13-10-2024,16-10-2024,Melissa Norton DDS,Consumer,Hyderabad,Furniture,No Grocery,2738.81,3,0.06,802.53
427,ORD00427,17-06-2024,20-06-2024,Crystal Stanley,Consumer,Chennai,Furniture,Level Fashion,7857,8,0.07,-963.91
428,ORD00428,29-08-2024,31-08-2024,Steven Lowe,Consumer,Bangalore,Fashion,Music Furniture,7464.4,5,0.29,1085.67
429,ORD00429,08-06-2024,10-06-2024,Dana Young,Home Office,Mumbai,Electronics,Own Grocery,2922.73,1,0.44,217.83
430,ORD00430,02-05-2026,05-05-2026,Sherry Mueller,Corporate,Hyderabad,Beauty,Guy Grocery,5842.74,1,0.43,1617.58
431,ORD00431,29-11-2025,06-12-2025,Angel Russell,Consumer,Pune,Electronics,South Electronics,2280.18,9,0.04,337.81
432,ORD00432,12-08-2025,15-08-2025,Thomas Hester,Consumer,Pune,Grocery,Camera Grocery,3344.39,4,0.08,1122.26
433,ORD00433,21-03-2026,22-03-2026,Kristy Miller,Consumer,Bangalore,Fashion,Together Furniture,4965.04,10,0.15,-3.94
434,ORD00434,19-05-2024,24-05-2024,Gregory Pierce,Home Office,Chennai,Furniture,Moment Beauty,5066.52,6,0.23,702.45
435,ORD00435,26-11-2025,01-12-2025,Rebecca Smith,Home Office,Pune,Grocery,Quickly Fashion,8675.43,10,0.4,796
436,ORD00436,10-08-2025,13-08-2025,Denise Reeves,Consumer,Mumbai,Fashion,Enjoy Furniture,2932.13,5,0.18,71.63
437,ORD00437,21-08-2024,23-08-2024,Jessica Stanley,Home Office,Pune,Electronics,Central Beauty,1949.18,4,0.35,-257.42
438,ORD00438,17-09-2024,19-09-2024,Valerie Fleming,Home Office,Mumbai,Grocery,Difference Furniture,7096.33,9,0.21,1475.65
439,ORD00439,05-07-2024,09-07-2024,Charles Rosario,Consumer,Mumbai,Fashion,Range Furniture,7535.36,6,0.02,-26.37
440,ORD00440,14-02-2025,18-02-2025,Donald Lynch,Corporate,Delhi,Electronics,Us Furniture,1048.23,10,0.26,91.96
441,ORD00441,30-11-2025,03-12-2025,Jose Davis,Home Office,Pune,Beauty,Bit Grocery,9737,8,0.2,-1760.25
442,ORD00442,04-02-2025,06-02-2025,James Graham,Corporate,Hyderabad,Beauty,House Beauty,9911.05,8,0.4,-91.57
443,ORD00443,26-07-2024,29-07-2024,Jennifer Williams,Corporate,Bangalore,Electronics,Life Fashion,3995.83,1,0.11,347.61
444,ORD00444,13-02-2026,14-02-2026,Jessica Santana,Home Office,Hyderabad,Beauty,Give Beauty,1389.22,4,0.27,379.48
445,ORD00445,12-07-2025,14-07-2025,Jason Gregory,Home Office,Bangalore,Fashion,Their Beauty,9539.55,4,0.04,-963.7
446,ORD00446,22-11-2024,29-11-2024,Joy Shaffer,Corporate,Chennai,Grocery,Effort Beauty,1341.97,10,0.46,164.64
447,ORD00447,20-07-2025,26-07-2025,Melanie Lewis,Corporate,Hyderabad,Furniture,Relationship Furniture,1992.46,3,0.28,75.52
448,ORD00448,06-11-2024,07-11-2024,Thomas Warren,Home Office,Pune,Electronics,Individual Beauty,9615.3,3,0.33,3044.05
449,ORD00449,30-01-2026,04-02-2026,Catherine Nguyen,Home Office,Delhi,Grocery,Crime Grocery,9868.82,4,0.02,-50.86
450,ORD00450,04-02-2025,06-02-2025,Alexandra Hall,Consumer,Mumbai,Grocery,Family Furniture,4537.08,5,0.4,1211.97
451,ORD00451,28-02-2025,03-03-2025,Alexander Alvarado,Corporate,Delhi,Furniture,Market Fashion,5940.8,3,0.43,-118.83
452,ORD00452,10-03-2026,11-03-2026,Julie Hill,Corporate,Pune,Electronics,Southern Fashion,1953.96,4,0.27,-181.8
453,ORD00453,14-02-2025,17-02-2025,Mary Stone,Home Office,Chennai,Beauty,Million Beauty,5278.83,2,0.44,1232.88
454,ORD00454,03-04-2025,09-04-2025,Megan Roberts,Consumer,Mumbai,Beauty,Building Fashion,2081.67,7,0.43,-125.92
455,ORD00455,29-09-2025,05-10-2025,Jeffrey Cruz,Corporate,Hyderabad,Grocery,Government Beauty,5777.28,8,0.09,-368.83
456,ORD00456,10-02-2026,12-02-2026,Tamara Sanchez,Consumer,Mumbai,Grocery,Song Beauty,1831.75,8,0.43,-98.7
457,ORD00457,27-08-2024,31-08-2024,David Ellis,Home Office,Mumbai,Electronics,Organization Furniture,2145.3,8,0.24,594.64
458,ORD00458,07-04-2026,08-04-2026,Chad Collins,Consumer,Delhi,Grocery,Six Electronics,8348.33,5,0.43,-306.28
459,ORD00459,27-05-2025,28-05-2025,Maria Davis,Consumer,Bangalore,Grocery,Officer Grocery,1351.53,7,0.17,209.85
460,ORD00460,30-03-2026,05-04-2026,Nicole Welch,Corporate,Mumbai,Beauty,Process Electronics,2440.57,2,0.1,308.84
461,ORD00461,07-06-2025,08-06-2025,Martha Reynolds,Consumer,Delhi,Furniture,Idea Electronics,6581.31,2,0.34,1865.07
462,ORD00462,18-11-2024,23-11-2024,Curtis Williams,Consumer,Bangalore,Grocery,Add Beauty,3508.03,1,0.08,1121.36
463,ORD00463,30-07-2025,02-08-2025,Garrett Herrera,Home Office,Delhi,Fashion,Resource Fashion,2961.87,6,0.06,73.39
464,ORD00464,07-04-2026,09-04-2026,Alicia Bush,Corporate,Chennai,Fashion,Let Furniture,5626.27,10,0.37,1509.43
465,ORD00465,21-04-2025,27-04-2025,Erik Clark,Home Office,Hyderabad,Beauty,Market Furniture,8810.12,3,0.28,840.18
466,ORD00466,10-09-2025,15-09-2025,Kathryn Medina,Corporate,Mumbai,Beauty,Line Beauty,6890.7,10,0.26,201.77
467,ORD00467,06-11-2024,10-11-2024,Kimberly Jones,Corporate,Hyderabad,Furniture,Yard Electronics,4600.69,1,0.34,-844.76
468,ORD00468,05-04-2025,11-04-2025,Christopher Fitzgerald,Home Office,Pune,Furniture,Culture Beauty,6498.77,2,0.16,1354.5
469,ORD00469,21-08-2025,27-08-2025,Emily Chambers,Corporate,Hyderabad,Beauty,Perhaps Furniture,6762.48,2,0.32,998.43
470,ORD00470,13-03-2025,15-03-2025,Joel Henry,Consumer,Hyderabad,Fashion,So Electronics,7102.72,8,0.32,-1308.39
471,ORD00471,29-09-2025,01-10-2025,Jason Miller,Corporate,Pune,Furniture,Reach Furniture,3695.56,5,0.38,-344.6
472,ORD00472,13-10-2025,18-10-2025,Jeremy Williams,Home Office,Pune,Electronics,Let Beauty,7544.44,7,0.43,2362.36
473,ORD00473,17-05-2024,20-05-2024,Lauren Andrade,Consumer,Mumbai,Fashion,Down Furniture,9175.68,2,0.01,-1788.53
474,ORD00474,04-10-2024,11-10-2024,Laura Gibson,Corporate,Pune,Furniture,After Fashion,7750.83,4,0.49,2405.25
475,ORD00475,09-06-2024,11-06-2024,Peter King,Corporate,Pune,Grocery,Station Furniture,4783.45,10,0.27,1287.75
476,ORD00476,30-03-2026,05-04-2026,Kimberly Barnett,Corporate,Chennai,Electronics,Several Furniture,8436.36,10,0.07,-1248.55
477,ORD00477,07-07-2025,11-07-2025,Paul Perkins,Corporate,Delhi,Beauty,Brother Fashion,1296.69,5,0.47,396.82
478,ORD00478,16-12-2024,23-12-2024,Jeremy Roberts,Home Office,Hyderabad,Electronics,Oil Electronics,8928.8,10,0.05,-1716.92
479,ORD00479,30-12-2024,31-12-2024,Timothy Williams,Consumer,Delhi,Grocery,Through Furniture,8565.58,9,0.35,2852.79
480,ORD00480,24-01-2025,31-01-2025,Dakota Taylor,Consumer,Bangalore,Grocery,Win Grocery,7152.83,7,0.41,664.91
481,ORD00481,12-05-2025,19-05-2025,Heidi Conner,Corporate,Mumbai,Beauty,Management Electronics,8638.09,1,0.46,333.06
482,ORD00482,27-07-2025,01-08-2025,Samantha Carlson,Consumer,Pune,Furniture,Stuff Beauty,8656.41,10,0.02,-743.44
483,ORD00483,16-02-2025,17-02-2025,Stephanie Howard,Home Office,Bangalore,Beauty,Against Furniture,5521.93,2,0.46,1601.69
484,ORD00484,14-02-2025,18-02-2025,Jill Grant,Home Office,Mumbai,Furniture,Along Furniture,9438.18,10,0.02,-646.73
485,ORD00485,27-11-2024,02-12-2024,Anita Fitzgerald,Consumer,Mumbai,Grocery,Trip Beauty,2284.76,9,0.45,-416.27
486,ORD00486,03-04-2025,10-04-2025,Sergio Lane,Home Office,Bangalore,Furniture,Compare Fashion,9047.14,2,0.29,1520.08
487,ORD00487,24-05-2024,28-05-2024,Thomas Mason MD,Consumer,Hyderabad,Beauty,Director Beauty,6879.26,9,0.03,2206.42
488,ORD00488,16-12-2024,20-12-2024,Dawn Jones,Corporate,Pune,Electronics,Care Grocery,4654.38,9,0.39,362.05
489,ORD00489,02-07-2025,09-07-2025,Herbert Watkins,Consumer,Mumbai,Beauty,Nice Furniture,9496.41,6,0.39,-658.22
490,ORD00490,03-07-2025,10-07-2025,Danielle Robinson,Corporate,Pune,Grocery,Fast Furniture,4653.81,4,0.47,1486.54
491,ORD00491,26-01-2025,30-01-2025,Darrell Hogan,Corporate,Chennai,Fashion,Key Grocery,8966.07,7,0.44,-21.26
492,ORD00492,01-07-2024,08-07-2024,Ricky Phillips,Home Office,Chennai,Electronics,Director Furniture,7263.53,3,0.48,1881.33
493,ORD00493,29-09-2025,03-10-2025,Kevin Schultz,Home Office,Hyderabad,Furniture,Against Beauty,6295.05,3,0.32,-917.07
494,ORD00494,09-05-2024,16-05-2024,April Powers,Corporate,Hyderabad,Beauty,Again Fashion,6022.94,5,0.3,-212.51
495,ORD00495,29-09-2024,30-09-2024,Karen Huffman,Corporate,Bangalore,Beauty,Answer Beauty,505.21,7,0.34,68.22
496,ORD00496,04-05-2025,08-05-2025,Joan Cox,Home Office,Delhi,Fashion,Respond Electronics,4344.59,2,0.07,-589.46
497,ORD00497,12-06-2024,19-06-2024,Katherine Garza,Corporate,Delhi,Fashion,Until Furniture,2055.99,10,0.28,242.89
498,ORD00498,05-10-2025,07-10-2025,Sergio Chapman,Consumer,Bangalore,Beauty,Road Beauty,2002.12,3,0.11,-397.62
499,ORD00499,19-05-2025,23-05-2025,Heather Johnson,Consumer,Mumbai,Grocery,Reduce Beauty,8883.22,4,0.46,-813.93
500,ORD00500,17-09-2025,19-09-2025,Mark Harris,Home Office,Delhi,Furniture,Although Electronics,4912.02,6,0.4,592.32
501,ORD00501,21-10-2025,28-10-2025,Andrew Cooper,Home Office,Pune,Beauty,I Electronics,7719.69,9,0.41,-815.38
502,ORD00502,29-12-2025,05-01-2026,Kayla Lee,Consumer,Pune,Electronics,Focus Electronics,886.92,10,0.47,144.56
503,ORD00503,06-02-2025,07-02-2025,Audrey Conner,Home Office,Hyderabad,Beauty,Tend Electronics,7578.66,10,0.46,1939.01
504,ORD00504,25-08-2025,26-08-2025,Steven Harris,Home Office,Hyderabad,Beauty,See Furniture,3621.92,9,0.42,1193.65
505,ORD00505,29-10-2025,31-10-2025,Andrew Browning,Home Office,Mumbai,Grocery,Sister Fashion,3410.9,1,0,-347.81
506,ORD00506,25-11-2025,26-11-2025,Tammy Woods,Consumer,Delhi,Furniture,Language Electronics,2694.99,10,0.07,-341.81
507,ORD00507,24-10-2024,27-10-2024,Christine Guerrero,Corporate,Mumbai,Grocery,Security Furniture,2635.49,9,0.2,-119.41
508,ORD00508,06-09-2024,07-09-2024,Jonathan Pennington,Home Office,Pune,Electronics,Quickly Furniture,5949.51,5,0.11,-46.37
509,ORD00509,28-04-2026,04-05-2026,Jennifer Cardenas,Home Office,Bangalore,Beauty,Commercial Furniture,9378.56,5,0.3,2829.55
510,ORD00510,18-11-2024,22-11-2024,Patricia Guerra,Consumer,Chennai,Grocery,Source Fashion,5586.98,4,0.04,693.48
511,ORD00511,21-12-2024,24-12-2024,Mark Holt,Corporate,Bangalore,Beauty,They Furniture,2344.78,10,0.27,114.55
512,ORD00512,13-03-2026,19-03-2026,Daniel Owens,Home Office,Pune,Furniture,Way Beauty,7066.01,6,0.17,1021.22
513,ORD00513,06-06-2024,09-06-2024,Edward Bright,Home Office,Hyderabad,Fashion,Commercial Beauty,2881.67,9,0.32,-468.03
514,ORD00514,16-04-2025,23-04-2025,Amanda Valenzuela,Corporate,Bangalore,Electronics,Why Electronics,7852.39,6,0.28,173.33
515,ORD00515,30-03-2026,05-04-2026,Kara Hawkins,Consumer,Pune,Beauty,Attorney Beauty,8068.14,1,0.15,-1251.37
516,ORD00516,15-08-2025,21-08-2025,Johnathan Robinson,Corporate,Mumbai,Beauty,Time Grocery,5596.48,3,0.21,1739.09
517,ORD00517,07-07-2024,11-07-2024,Carrie Pham,Consumer,Hyderabad,Beauty,Reflect Beauty,6561.81,2,0.1,-737.65
518,ORD00518,30-01-2025,31-01-2025,David Garcia,Corporate,Hyderabad,Grocery,Tv Furniture,8605.57,1,0.04,997.16
519,ORD00519,29-09-2025,04-10-2025,Samuel Miller,Corporate,Hyderabad,Grocery,Travel Furniture,4943.58,4,0.48,976.4
520,ORD00520,06-09-2024,12-09-2024,Yvette Tucker,Consumer,Pune,Beauty,Teacher Fashion,716.06,2,0.04,160.51
521,ORD00521,07-08-2024,10-08-2024,Frank Reyes,Consumer,Mumbai,Beauty,Different Electronics,1235.76,5,0.35,153.42
522,ORD00522,26-10-2024,28-10-2024,Alexa Thompson,Corporate,Chennai,Fashion,Community Beauty,774.01,8,0.22,206.41
523,ORD00523,27-09-2024,30-09-2024,Robert Howe,Home Office,Chennai,Fashion,Evening Fashion,2090.32,6,0.35,-54.98
524,ORD00524,25-01-2025,29-01-2025,Taylor Stephens,Home Office,Pune,Electronics,Specific Fashion,9195.14,6,0.13,2362.04
525,ORD00525,19-02-2026,25-02-2026,William Smith,Home Office,Hyderabad,Electronics,Simply Beauty,5184.87,5,0.27,700.97
526,ORD00526,10-03-2026,15-03-2026,Jose White,Consumer,Mumbai,Electronics,Among Fashion,7667.92,7,0.08,2585.78
527,ORD00527,22-11-2024,25-11-2024,Alex Smith,Consumer,Chennai,Grocery,Well Fashion,5346.4,5,0.17,-257.29
528,ORD00528,30-05-2024,06-06-2024,Dawn Lucas,Home Office,Hyderabad,Fashion,Strategy Furniture,8724.44,5,0.23,-1529.1
529,ORD00529,14-10-2025,19-10-2025,Crystal Hayes,Consumer,Hyderabad,Beauty,Seat Beauty,743.55,9,0.14,-87.55
530,ORD00530,04-08-2025,05-08-2025,Kristen Johnson,Consumer,Pune,Electronics,Responsibility Grocery,6153.77,5,0.24,-89.26
531,ORD00531,27-04-2025,28-04-2025,Vincent Wallace,Home Office,Chennai,Beauty,Seven Furniture,9903.04,8,0.15,240.79
532,ORD00532,25-05-2024,01-06-2024,Daniel Johnson,Consumer,Pune,Electronics,Region Furniture,1941.1,6,0.17,367.9
533,ORD00533,31-01-2026,03-02-2026,Antonio Williams,Home Office,Hyderabad,Electronics,Manager Fashion,775.71,8,0.45,-48.19
534,ORD00534,07-09-2025,13-09-2025,April Edwards,Consumer,Hyderabad,Beauty,Letter Beauty,4354.87,5,0.21,559.62
535,ORD00535,01-04-2026,06-04-2026,Emily Wagner,Home Office,Hyderabad,Furniture,Chair Furniture,1947.52,8,0.04,538.85
536,ORD00536,16-07-2024,21-07-2024,Candice Lee,Home Office,Mumbai,Fashion,However Electronics,7463.33,8,0.32,520.67
537,ORD00537,27-09-2025,01-10-2025,David Smith,Home Office,Delhi,Grocery,Half Furniture,8265.5,7,0.14,-486.64
538,ORD00538,10-02-2025,11-02-2025,Cathy Lowe,Corporate,Mumbai,Beauty,Reveal Grocery,4238.54,1,0.34,-656.87
539,ORD00539,17-11-2025,23-11-2025,Timothy Gentry,Home Office,Bangalore,Electronics,Activity Furniture,8369.93,2,0.31,2813.65
540,ORD00540,03-04-2026,04-04-2026,Heather Brown,Home Office,Hyderabad,Furniture,List Fashion,9759.83,2,0.13,-1222.29
541,ORD00541,20-07-2024,22-07-2024,Tom Carson,Consumer,Delhi,Beauty,Activity Fashion,5720.67,7,0.41,319.68
542,ORD00542,20-08-2025,23-08-2025,James Smith,Consumer,Chennai,Beauty,Society Beauty,5408.24,2,0.22,-134.49
543,ORD00543,03-05-2025,05-05-2025,Mary Lewis,Corporate,Hyderabad,Grocery,Machine Grocery,7196.19,4,0.25,723.54
544,ORD00544,25-03-2025,01-04-2025,Shelby Griffin,Home Office,Pune,Fashion,Seek Electronics,5447.23,7,0.3,544.82
545,ORD00545,05-02-2025,12-02-2025,Kathy Pearson,Corporate,Hyderabad,Fashion,Rule Electronics,3849.32,7,0.24,878.02
546,ORD00546,27-06-2024,29-06-2024,Bryan Crane,Home Office,Mumbai,Beauty,Already Electronics,3096.7,10,0.34,797.3
547,ORD00547,18-11-2025,24-11-2025,Lori Webb,Corporate,Bangalore,Electronics,State Electronics,6007.96,6,0.04,-1083.51
548,ORD00548,23-04-2026,29-04-2026,Kristin Jones,Consumer,Bangalore,Fashion,Hit Fashion,2440.96,8,0,109.58
549,ORD00549,25-11-2024,01-12-2024,Cynthia Hood,Corporate,Delhi,Beauty,Foreign Fashion,4494.18,2,0.11,-274.8
550,ORD00550,23-11-2025,28-11-2025,Mary Taylor,Consumer,Pune,Furniture,Ahead Grocery,1707.37,7,0.2,-291.82
551,ORD00551,19-04-2025,21-04-2025,Karen Goodwin,Home Office,Delhi,Furniture,Huge Furniture,307.42,9,0.01,-58.08
552,ORD00552,30-05-2025,03-06-2025,Mark Rivera,Consumer,Hyderabad,Furniture,Race Fashion,4510.55,7,0,754.81
553,ORD00553,30-08-2025,01-09-2025,Brian Valdez,Corporate,Delhi,Electronics,Authority Grocery,2706.04,1,0.34,137.57
554,ORD00554,28-06-2024,02-07-2024,Amy Morris,Consumer,Chennai,Fashion,Poor Grocery,5672.57,5,0.02,948.58
555,ORD00555,07-08-2025,12-08-2025,John Waller,Consumer,Bangalore,Electronics,Least Electronics,2026.62,7,0.49,-381.38
556,ORD00556,25-08-2025,29-08-2025,Larry Lucas,Home Office,Mumbai,Grocery,Billion Fashion,1374.64,4,0.39,134.72
557,ORD00557,27-05-2025,28-05-2025,Kristen Butler,Corporate,Delhi,Grocery,Ready Grocery,8224.12,4,0.46,1476.31
558,ORD00558,21-02-2026,27-02-2026,Danielle Burns,Corporate,Bangalore,Grocery,Myself Grocery,7294.2,3,0.35,-230.44
559,ORD00559,17-05-2024,20-05-2024,Zachary Jackson,Consumer,Delhi,Fashion,Room Fashion,3570.74,4,0.49,-459.85
560,ORD00560,12-01-2025,18-01-2025,Jimmy Martinez,Home Office,Bangalore,Electronics,Be Furniture,9765.39,1,0.21,-1709.59
561,ORD00561,15-11-2024,17-11-2024,Caleb Campbell,Corporate,Hyderabad,Furniture,Kind Furniture,4795.81,2,0.03,1512.56
562,ORD00562,21-03-2025,25-03-2025,Tracie Brown,Corporate,Bangalore,Electronics,Section Grocery,4916.1,5,0.21,652.18
563,ORD00563,22-07-2025,23-07-2025,Eric Shepard,Home Office,Delhi,Grocery,Good Furniture,9160.38,5,0.27,1771.93
564,ORD00564,05-12-2025,11-12-2025,Blake Smith,Home Office,Pune,Electronics,To Electronics,4082.73,1,0.03,474.4
565,ORD00565,15-06-2024,21-06-2024,Ryan Chung,Consumer,Chennai,Grocery,Environment Electronics,7441.28,6,0.23,-297.14
566,ORD00566,25-08-2024,27-08-2024,Andrew Smith,Corporate,Pune,Beauty,Green Furniture,9475.6,8,0.36,2939.08
567,ORD00567,17-12-2025,18-12-2025,Jesse Cunningham,Home Office,Pune,Beauty,Note Furniture,9224.52,9,0.13,464.74
568,ORD00568,14-08-2025,21-08-2025,Jerome Johnson,Home Office,Hyderabad,Electronics,American Electronics,7529.46,2,0.26,645.76
569,ORD00569,15-04-2025,22-04-2025,Bruce Gates,Corporate,Bangalore,Electronics,Be Grocery,9443.88,3,0.28,-1557.35
570,ORD00570,24-04-2025,29-04-2025,Thomas Mercer,Home Office,Chennai,Beauty,Go Grocery,6947.81,8,0.15,-908.74
571,ORD00571,24-09-2025,26-09-2025,Robert Greene,Home Office,Hyderabad,Fashion,Low Fashion,8375.54,8,0.23,2166.31
572,ORD00572,19-02-2025,23-02-2025,Mary Garcia,Consumer,Bangalore,Furniture,Draw Beauty,1257.61,6,0.02,-144.77
573,ORD00573,10-06-2024,12-06-2024,Timothy Golden,Consumer,Chennai,Electronics,Camera Beauty,3596,2,0.44,-163.37
574,ORD00574,15-09-2024,19-09-2024,Heidi Jensen,Corporate,Bangalore,Grocery,Behind Beauty,2682.16,5,0.17,-87.9
575,ORD00575,15-04-2026,16-04-2026,Diana Thompson,Corporate,Pune,Grocery,Ask Beauty,8926.01,4,0.39,511.97
576,ORD00576,01-01-2025,06-01-2025,Robert Dalton,Home Office,Chennai,Electronics,Stay Grocery,2173.98,8,0.06,693.52
577,ORD00577,23-04-2026,28-04-2026,Jeremy Lambert,Home Office,Chennai,Furniture,I Grocery,1931.26,3,0.38,274.81
578,ORD00578,07-12-2024,08-12-2024,Adam Carpenter,Home Office,Bangalore,Electronics,Drug Beauty,6460.93,2,0.45,588.65
579,ORD00579,03-03-2026,05-03-2026,Jessica Chavez,Consumer,Hyderabad,Grocery,Last Beauty,6369.27,3,0.44,-246.21
580,ORD00580,12-03-2026,17-03-2026,Marie Green,Consumer,Mumbai,Grocery,Upon Electronics,9438.46,4,0.48,111.54
581,ORD00581,29-11-2025,04-12-2025,Lisa Evans,Home Office,Delhi,Fashion,Agree Electronics,1282.96,10,0.39,-92.73
582,ORD00582,20-10-2025,21-10-2025,Jennifer Lewis,Home Office,Chennai,Grocery,Leader Grocery,5372.39,6,0.27,438.23
583,ORD00583,17-10-2024,24-10-2024,Robert Santos,Home Office,Chennai,Grocery,Short Fashion,4959.81,10,0.12,-487.94
584,ORD00584,10-03-2025,11-03-2025,Diana Terry,Consumer,Mumbai,Beauty,Unit Electronics,7738.85,5,0.46,-210.04
585,ORD00585,22-07-2025,29-07-2025,Kevin Martin,Consumer,Chennai,Furniture,Along Beauty,7188.83,2,0.33,-731.83
586,ORD00586,05-02-2025,10-02-2025,Louis Hawkins,Home Office,Mumbai,Furniture,Especially Electronics,8318.09,5,0.01,-696.18
587,ORD00587,19-12-2025,24-12-2025,Martin Jefferson,Home Office,Bangalore,Grocery,Read Beauty,9469.18,7,0.02,3075.84
588,ORD00588,22-08-2025,28-08-2025,Katie Griffin,Consumer,Pune,Grocery,Happy Electronics,4213.31,2,0.03,-653.82
589,ORD00589,25-10-2025,27-10-2025,Mr. Bobby Coleman,Consumer,Hyderabad,Fashion,Radio Grocery,6511.15,2,0.21,818.82
590,ORD00590,24-11-2025,28-11-2025,Angela Whitaker,Consumer,Mumbai,Furniture,Free Fashion,2430.74,3,0.22,-155.46
591,ORD00591,24-02-2026,02-03-2026,Sharon Park,Corporate,Delhi,Beauty,Born Fashion,7533.99,2,0.11,2471.54
592,ORD00592,24-04-2026,28-04-2026,Sheryl Johnson,Home Office,Delhi,Electronics,Quality Grocery,2491.71,8,0.15,-484.6
593,ORD00593,23-09-2025,26-09-2025,Rachel Rich,Corporate,Mumbai,Beauty,Party Furniture,3151.88,1,0.12,-88.64
594,ORD00594,13-01-2026,15-01-2026,Frederick Harris,Consumer,Chennai,Electronics,Piece Furniture,6080.03,2,0.33,-515.87
595,ORD00595,24-06-2024,29-06-2024,Nicholas Page,Home Office,Delhi,Beauty,Ready Fashion,7017.68,4,0.12,393.38
596,ORD00596,13-12-2024,14-12-2024,Thomas Tran,Home Office,Mumbai,Furniture,Through Grocery,5890.74,1,0.16,594.72
597,ORD00597,18-10-2024,20-10-2024,Sean Montgomery,Consumer,Mumbai,Furniture,Before Electronics,7579.46,9,0.11,1777.08
598,ORD00598,01-08-2025,04-08-2025,Sarah Mccoy,Corporate,Pune,Grocery,Letter Beauty,3442.55,9,0.36,428
599,ORD00599,08-08-2024,12-08-2024,Joseph Kemp,Corporate,Mumbai,Fashion,Second Electronics,4062.33,4,0.42,578.92
600,ORD00600,28-06-2025,30-06-2025,Matthew Newman,Home Office,Delhi,Fashion,Theory Beauty,5333.03,2,0.46,1135.93
601,ORD00601,14-07-2025,17-07-2025,Cody Roth,Consumer,Delhi,Grocery,Agent Fashion,5303.15,5,0.27,-1013.86
602,ORD00602,19-05-2025,20-05-2025,Dustin Thomas,Home Office,Pune,Grocery,Often Fashion,7860.6,6,0.32,1432.13
603,ORD00603,11-08-2025,13-08-2025,Joan Bates,Home Office,Delhi,Furniture,Source Beauty,8423.48,4,0.34,-481.46
604,ORD00604,05-05-2026,07-05-2026,Joseph Cruz,Consumer,Mumbai,Furniture,Ok Electronics,8809.9,9,0.09,1328.58
605,ORD00605,20-05-2025,21-05-2025,Rebecca Gay,Consumer,Hyderabad,Electronics,Must Electronics,1303.89,8,0.14,39.42
